plot_size_sqft,building_size_sqft,num_floors,planned_duration_months,plot_shape_code,topography_code,design_complexity_score,customization_level,site_difficulty_score,kerala_district_code,construction_start_month,monsoon_exposure_score,district_risk_tier,terrain_code,rainfall_code,flood_risk_code,effective_monsoon_score,time_delay_risk
1789,879,5,13,0,2,18,3,7,10,5,0.7556,0,2,2,1,0.7556,2
3559,1820,4,29,2,2,16,3,5,4,4,0.6667,1,3,2,2,0.6667,2
1664,1846,1,31,0,3,7,1,8,7,6,0.8444,0,1,2,0,0.8444,2
1956,3116,4,7,1,1,9,0,5,7,8,0.5111,0,0,2,0,0.5111,2
654,2040,3,28,1,1,15,4,5,0,4,0.6667,0,1,1,0,0.4667,2
3492,1321,2,17,2,0,10,3,0,10,6,0.8444,0,4,2,0,0.8444,2
1141,2973,2,34,2,1,9,2,2,10,8,0.5111,0,4,2,0,0.5111,2
1822,944,3,24,1,0,8,1,0,10,9,0.3444,0,1,2,0,0.3444,1
2781,3723,5,27,1,2,14,1,7,6,12,0.0,0,1,2,0,0.0,1
1100,2425,4,28,2,0,12,2,3,6,8,0.5111,0,4,2,0,0.5111,2
1996,785,5,7,2,0,12,1,2,6,9,0.3444,0,1,2,0,0.3444,2
2845,1871,5,21,0,0,18,4,3,2,4,0.6667,1,1,2,1,0.6667,2
2641,2185,4,9,0,0,14,3,0,10,6,0.8444,0,2,2,1,0.8444,2
2018,980,2,25,0,2,8,1,5,9,2,0.3333,0,2,2,1,0.3333,1
3759,1409,3,16,1,0,8,1,2,6,2,0.3333,0,2,2,2,0.3333,1
4434,2199,5,35,2,1,13,1,2,7,6,0.8444,0,0,2,0,0.8444,2
703,3802,4,19,1,1,15,3,5,2,2,0.3333,1,1,2,1,0.3333,2
1802,2388,4,33,3,1,11,1,5,10,8,0.5111,0,2,2,1,0.5111,2
3366,3757,3,3,2,3,9,0,8,9,11,0.0889,0,0,2,1,0.0889,2
2384,2325,3,8,3,0,6,0,0,3,1,0.1667,1,0,2,1,0.1667,2
2986,627,4,36,1,1,11,1,2,13,10,0.1778,0,4,2,0,0.1778,1
1450,3055,1,16,0,1,7,2,3,0,2,0.3333,0,1,1,0,0.2333,1
3407,2097,1,16,1,2,14,5,5,2,4,0.6667,1,0,2,1,0.6667,2
3484,2241,3,25,1,0,14,4,1,7,4,0.6667,0,2,2,1,0.6667,2
1026,3302,2,6,2,2,6,0,4,3,2,0.3333,1,3,2,2,0.3333,2
3774,1828,3,26,0,1,9,1,3,2,1,0.1667,1,4,2,0,0.1667,1
987,2188,1,6,2,1,7,2,4,12,7,0.6778,0,1,2,0,0.6778,2
2408,2178,4,18,1,1,11,1,4,1,9,0.3444,0,1,2,0,0.3444,2
3986,1753,1,17,1,1,9,3,5,0,4,0.6667,0,1,1,0,0.4667,1
3792,3164,4,13,3,1,9,0,3,11,12,0.0,2,5,3,0,0.0,2
2188,2177,5,36,3,3,15,1,6,2,4,0.6667,1,0,2,1,0.6667,2
3325,2157,3,21,0,2,12,2,6,10,3,0.5,0,4,2,0,0.5,2
1099,645,2,14,3,1,15,5,3,12,2,0.3333,0,2,2,1,0.3333,1
708,1145,5,11,3,0,10,0,0,5,3,0.5,2,1,2,0,0.5,2
3151,2601,1,21,1,1,11,4,5,6,4,0.6667,0,0,2,1,0.6667,1
4584,3815,5,15,0,1,18,4,5,9,2,0.3333,0,0,2,1,0.3333,2
1393,1430,4,3,2,2,16,3,5,6,4,0.6667,0,2,2,2,0.6667,2
2848,3818,4,11,3,3,11,0,9,7,1,0.1667,0,2,2,1,0.1667,2
3372,2201,2,23,3,1,9,2,5,8,4,0.6667,0,0,0,0,0.2667,1
4929,3282,5,12,0,1,17,3,4,4,1,0.1667,1,4,2,0,0.1667,2
4463,709,1,14,0,0,2,0,3,9,3,0.5,0,0,2,1,0.5,1
2851,863,5,15,0,0,14,2,1,9,7,0.6778,0,4,2,0,0.6778,2
2540,3314,5,16,3,1,17,3,2,1,1,0.1667,0,3,2,2,0.1667,2
4014,1361,3,30,1,0,16,5,0,6,3,0.5,0,0,2,1,0.5,1
2912,2962,5,10,2,1,18,5,5,3,5,0.7556,1,0,2,1,0.7556,2
1402,2438,3,6,2,3,18,5,9,10,12,0.0,0,0,2,0,0.0,2
1282,3458,2,24,1,2,6,0,5,10,3,0.5,0,4,2,0,0.5,2
4410,2374,1,28,2,1,7,2,5,6,12,0.0,0,0,2,1,0.0,0
3616,3040,4,32,0,1,17,4,2,8,6,0.8444,0,4,1,0,0.5911,2
2316,3867,5,18,2,3,18,4,9,8,11,0.0889,0,1,1,0,0.0622,1
4329,1304,5,7,2,3,18,3,7,0,12,0.0,0,1,1,0,0.0,2
1218,1419,1,26,1,0,12,5,0,9,9,0.3444,0,1,2,0,0.3444,1
4291,2111,4,10,1,3,15,2,6,1,10,0.1778,0,1,2,0,0.1778,2
3369,732,2,6,1,0,8,2,3,2,2,0.3333,1,5,3,0,0.4333,2
2788,3804,2,16,1,0,8,2,1,9,3,0.5,0,0,2,1,0.5,2
2246,3472,2,24,3,2,16,5,4,10,1,0.1667,0,4,2,0,0.1667,1
3571,493,5,17,2,1,13,1,5,7,4,0.6667,0,2,2,1,0.6667,2
1581,2209,1,16,1,3,13,4,6,8,9,0.3444,0,1,1,0,0.2411,1
1680,849,2,11,3,3,7,0,9,7,8,0.5111,0,4,3,0,0.6644,2
2829,1725,1,34,2,3,15,5,8,10,11,0.0889,0,4,2,0,0.0889,1
1457,581,3,18,2,3,13,2,8,12,1,0.1667,0,4,2,0,0.1667,1
2299,3438,3,14,0,0,8,1,1,1,8,0.5111,0,2,2,1,0.5111,2
1290,3525,3,5,3,3,13,2,9,6,6,0.8444,0,4,2,0,0.8444,2
1228,2457,1,12,3,3,13,4,8,3,3,0.5,1,1,2,1,0.5,2
4495,782,3,16,0,3,18,5,9,13,8,0.5111,0,2,2,1,0.5111,2
1619,3908,3,26,1,1,9,1,4,9,11,0.0889,0,0,2,1,0.0889,1
2851,2701,4,7,0,0,12,2,2,12,8,0.5111,0,1,2,0,0.5111,2
4970,1647,3,15,1,2,16,4,7,6,11,0.0889,0,1,2,0,0.0889,1
3812,2173,3,10,0,3,11,1,9,6,5,0.7556,0,1,2,0,0.7556,2
4503,3814,1,10,1,2,14,5,7,2,4,0.6667,1,1,2,1,0.6667,2
3385,1249,2,6,2,1,11,3,4,7,1,0.1667,0,0,2,0,0.1667,1
4360,2800,3,10,3,1,9,1,2,5,9,0.3444,2,5,3,0,0.4477,2
1142,1739,1,27,3,2,12,4,5,10,11,0.0889,0,2,2,1,0.0889,1
3301,1428,1,12,2,0,6,2,3,1,12,0.0,0,3,2,2,0.0,1
1967,1257,3,3,0,1,9,1,3,2,12,0.0,1,1,2,1,0.0,2
1752,1352,3,20,0,3,11,1,6,12,3,0.5,0,0,2,0,0.5,2
3911,842,3,18,3,3,18,5,7,7,12,0.0,0,0,2,0,0.0,1
3667,3325,3,30,3,3,13,2,6,0,10,0.1778,0,2,1,1,0.1245,1
3994,3402,2,34,1,1,5,0,5,9,10,0.1778,0,4,2,0,0.1778,1
1979,2219,2,6,1,1,11,3,4,1,12,0.0,0,2,2,1,0.0,1
4242,1683,1,9,3,3,13,4,7,9,10,0.1778,0,1,2,0,0.1778,1
827,2376,3,18,0,0,6,0,0,3,8,0.5111,1,3,2,2,0.5111,2
4395,2719,5,10,2,1,17,3,4,11,10,0.1778,2,5,3,0,0.2311,2
1529,786,5,15,2,0,18,5,0,1,11,0.0889,0,4,2,0,0.0889,1
1201,3542,4,23,2,2,14,2,6,8,10,0.1778,0,0,0,0,0.0711,1
2354,2481,5,36,0,0,12,1,1,12,6,0.8444,0,0,2,0,0.8444,2
795,3456,3,28,1,0,8,1,0,6,3,0.5,0,0,2,1,0.5,1
3451,763,4,12,3,2,16,3,5,10,6,0.8444,0,4,2,0,0.8444,2
1857,2939,5,36,1,2,14,1,4,8,3,0.5,0,0,0,0,0.2,1
981,2204,4,4,0,2,16,3,6,2,5,0.7556,1,1,2,1,0.7556,2
3481,2147,3,18,3,0,16,5,2,6,9,0.3444,0,0,2,1,0.3444,1
2540,1606,1,17,1,0,2,0,1,10,2,0.3333,0,1,2,0,0.3333,1
3019,3988,5,9,0,2,12,0,6,8,2,0.3333,0,1,1,0,0.2333,2
1047,3601,5,14,3,2,18,3,5,4,4,0.6667,1,5,3,0,0.8667,2
3766,3145,1,35,0,2,8,2,6,4,2,0.3333,1,1,2,0,0.3333,1
2752,2781,5,14,2,3,18,5,7,8,11,0.0889,0,0,0,0,0.0356,1
877,2263,4,12,1,1,15,3,5,4,1,0.1667,1,5,3,0,0.2167,2
1762,823,5,33,3,0,14,2,1,0,10,0.1778,0,2,1,1,0.1245,1
4848,3319,5,20,0,0,14,2,1,9,1,0.1667,0,1,2,0,0.1667,1
3807,1582,5,10,3,3,15,1,7,12,1,0.1667,0,0,2,0,0.1667,2
4138,666,3,31,2,2,18,5,5,12,3,0.5,0,1,2,0,0.5,2
3466,582,3,27,2,2,8,0,7,9,7,0.6778,0,0,2,1,0.6778,2
4640,3543,1,12,3,3,15,5,7,2,1,0.1667,1,4,2,0,0.1667,2
3638,3134,4,14,3,2,12,1,6,0,5,0.7556,0,1,1,0,0.5289,2
3452,867,1,7,1,1,13,5,3,13,9,0.3444,0,0,2,0,0.3444,1
2001,3293,3,9,2,3,11,1,9,4,4,0.6667,1,0,2,1,0.6667,2
2142,2149,4,18,0,0,10,1,1,0,4,0.6667,0,4,2,0,0.6667,2
3581,1078,2,9,1,1,5,0,4,1,10,0.1778,0,3,2,2,0.1778,1
3820,1499,5,17,1,0,18,4,2,2,6,0.8444,1,1,2,1,0.8444,2
4558,2846,1,30,0,0,2,0,2,0,11,0.0889,0,2,1,1,0.0622,0
2260,2938,1,15,2,3,7,1,9,5,2,0.3333,2,4,3,0,0.4333,2
1623,559,1,20,2,3,5,0,8,0,5,0.7556,0,2,1,1,0.5289,2
3609,1201,5,28,1,1,11,0,2,9,11,0.0889,0,4,2,0,0.0889,1
2728,1269,1,34,1,0,6,2,0,2,4,0.6667,1,1,2,1,0.6667,2
4659,1597,2,13,2,2,6,0,4,6,1,0.1667,0,0,2,1,0.1667,0
2632,2869,5,20,0,1,11,0,3,12,2,0.3333,0,2,2,1,0.3333,2
4562,2222,2,23,1,2,16,5,7,12,11,0.0889,0,4,2,0,0.0889,1
3930,3819,4,19,1,1,15,3,5,6,4,0.6667,0,2,2,2,0.6667,2
2715,2504,1,4,0,2,14,5,6,2,8,0.5111,1,1,2,1,0.5111,2
4654,1349,3,18,2,0,10,2,1,2,11,0.0889,1,1,2,1,0.0889,1
2668,2737,1,17,1,2,8,2,6,8,10,0.1778,0,0,0,0,0.0711,0
4827,738,5,9,1,1,11,0,5,12,11,0.0889,0,2,2,1,0.0889,1
3325,3443,5,18,1,3,13,0,7,6,11,0.0889,0,0,2,1,0.0889,1
4541,1775,4,34,0,1,17,4,3,8,5,0.7556,0,1,1,0,0.5289,2
4442,602,5,31,1,3,15,1,7,1,7,0.6778,0,1,2,0,0.6778,2
4716,3444,4,21,1,0,16,4,0,0,12,0.0,0,1,1,0,0.0,1
2868,627,2,24,2,3,13,3,9,5,7,0.6778,2,5,3,0,0.8811,2
2650,3207,4,5,0,0,12,2,3,4,1,0.1667,1,4,2,0,0.1667,2
4895,1067,5,19,0,0,18,4,0,0,10,0.1778,0,1,1,0,0.1245,1
3218,1835,3,14,0,0,14,4,2,0,7,0.6778,0,2,1,1,0.4745,2
4892,2737,3,35,2,2,10,1,5,13,2,0.3333,0,0,2,0,0.3333,1
2039,2242,1,14,3,0,4,1,1,0,12,0.0,0,2,1,1,0.0,0
2346,2961,1,11,1,2,4,0,6,6,2,0.3333,0,1,2,0,0.3333,1
3263,3741,4,8,3,3,17,3,8,10,1,0.1667,0,4,2,0,0.1667,2
4002,3140,2,10,0,0,12,4,2,4,12,0.0,1,1,2,0,0.0,1
1733,1856,5,18,1,2,14,1,7,0,1,0.1667,0,1,1,0,0.1167,1
4791,2426,5,16,2,2,18,5,5,1,3,0.5,0,4,2,0,0.5,2
4853,504,2,10,1,0,14,5,0,12,11,0.0889,0,4,2,0,0.0889,1
4779,1991,4,14,3,1,18,5,3,12,12,0.0,0,2,2,1,0.0,1
3176,2027,5,10,2,2,18,5,6,4,7,0.6778,1,1,2,0,0.6778,2
2481,3196,1,28,2,1,9,3,3,4,1,0.1667,1,0,2,1,0.1667,1
3644,3057,4,17,1,1,15,3,4,7,3,0.5,0,0,2,0,0.5,2
1102,1180,3,10,2,3,9,0,9,7,9,0.3444,0,0,2,0,0.3444,2
2770,951,3,10,3,1,9,1,5,10,1,0.1667,0,2,2,1,0.1667,1
2302,1935,4,28,1,0,8,0,1,9,1,0.1667,0,0,2,1,0.1667,1
3204,3389,2,22,2,3,11,2,6,13,11,0.0889,0,4,2,0,0.0889,1
4958,2855,3,28,1,2,14,3,5,9,2,0.3333,0,0,2,1,0.3333,1
2805,1680,1,12,0,3,15,5,6,2,11,0.0889,1,5,3,0,0.1156,1
2407,1933,5,26,2,0,12,1,2,3,3,0.5,1,1,2,1,0.5,2
3035,3227,1,29,0,0,6,2,2,3,2,0.3333,1,3,2,2,0.3333,2
4574,3498,3,12,1,2,18,5,5,4,11,0.0889,1,1,2,0,0.0889,2
4150,629,2,24,1,0,10,3,0,0,4,0.6667,0,0,1,0,0.4667,1
4476,3384,5,17,1,3,13,0,6,7,5,0.7556,0,1,2,0,0.7556,2
4696,2762,3,16,1,3,9,0,9,8,4,0.6667,0,5,1,0,0.4667,2
2768,3863,1,6,1,1,3,0,5,1,5,0.7556,0,1,2,0,0.7556,2
1492,3168,1,35,1,2,6,1,5,12,10,0.1778,0,2,2,1,0.1778,1
2100,2556,4,28,1,3,18,4,6,6,9,0.3444,0,4,2,0,0.3444,2
1128,2541,2,23,0,2,14,4,4,1,3,0.5,0,4,2,0,0.5,2
1938,3694,5,15,3,0,16,3,3,0,4,0.6667,0,1,1,0,0.4667,2
1278,1237,4,22,1,3,11,0,6,12,3,0.5,0,2,2,1,0.5,2
1992,2424,2,23,0,1,15,5,3,11,5,0.7556,2,4,3,0,0.9823,2
4918,2297,1,18,2,1,5,1,5,10,11,0.0889,0,1,2,0,0.0889,0
613,3744,2,28,3,3,11,2,8,7,2,0.3333,0,1,2,0,0.3333,1
4566,3907,3,11,3,3,18,5,9,8,4,0.6667,0,0,0,0,0.2667,2
4694,1920,2,8,3,3,15,4,9,1,1,0.1667,0,1,2,0,0.1667,1
4086,2418,3,33,0,1,11,2,2,4,5,0.7556,1,1,2,0,0.7556,2
4723,3352,2,18,0,1,9,2,4,7,8,0.5111,0,1,2,0,0.5111,2
2096,1065,5,18,0,3,18,3,9,6,12,0.0,0,3,2,2,0.0,1
4437,1826,5,7,2,3,17,2,9,0,11,0.0889,0,2,1,1,0.0622,2
3431,2756,2,18,1,0,6,1,1,10,2,0.3333,0,2,2,1,0.3333,1
2954,3323,1,16,1,3,7,1,6,9,1,0.1667,0,2,2,1,0.1667,1
708,464,3,6,0,0,8,1,0,8,11,0.0889,0,1,1,0,0.0622,1
1340,870,2,26,3,2,14,4,5,6,4,0.6667,0,1,2,0,0.6667,2
1651,3789,2,22,3,1,13,4,4,6,10,0.1778,0,3,2,2,0.1778,1
1971,449,5,19,2,0,12,1,0,9,4,0.6667,0,0,2,1,0.6667,2
2461,2249,1,18,0,1,5,1,2,5,1,0.1667,2,4,3,0,0.2167,2
1782,1932,3,13,3,2,12,2,7,11,12,0.0,2,5,3,0,0.0,2
3362,3219,3,28,0,0,12,3,3,0,2,0.3333,0,1,1,0,0.2333,1
1034,3523,4,17,1,2,10,0,7,0,2,0.3333,0,1,1,0,0.2333,2
2761,1159,3,19,2,0,8,1,3,7,3,0.5,0,2,2,1,0.5,2
3076,3971,2,3,1,0,12,4,2,6,12,0.0,0,0,2,1,0.0,1
2665,1770,5,24,0,1,18,4,3,6,9,0.3444,0,2,2,2,0.3444,2
4902,3893,3,27,3,1,15,4,3,4,2,0.3333,1,1,2,0,0.3333,2
1337,616,4,12,3,1,17,4,2,4,4,0.6667,1,1,2,0,0.6667,2
4185,3621,1,3,2,3,9,2,8,1,2,0.3333,0,1,2,0,0.3333,2
1624,999,2,16,3,1,11,3,3,0,6,0.8444,0,2,1,1,0.5911,2
2246,3541,5,29,0,1,15,2,4,3,3,0.5,1,2,2,2,0.5,2
2027,1465,4,25,0,2,14,2,4,8,10,0.1778,0,4,1,0,0.1245,1
4220,3676,3,28,2,3,18,5,9,6,9,0.3444,0,3,2,2,0.3444,2
3403,1603,5,15,1,2,18,4,5,11,3,0.5,2,4,3,0,0.65,2
4879,919,4,21,2,0,10,1,3,10,2,0.3333,0,1,2,0,0.3333,1
3074,2272,1,4,0,0,4,1,2,10,2,0.3333,0,2,2,1,0.3333,2
4773,2551,3,10,1,0,10,2,0,1,4,0.6667,0,3,2,2,0.6667,2
3038,2321,1,13,1,3,11,3,6,9,10,0.1778,0,2,2,1,0.1778,1
3242,955,5,23,1,0,18,4,1,10,6,0.8444,0,2,2,1,0.8444,2
4215,1640,5,15,2,3,18,5,9,11,9,0.3444,2,5,3,0,0.4477,2
3313,1506,5,36,0,1,11,0,5,10,2,0.3333,0,4,2,0,0.3333,2
3439,682,3,28,2,3,9,0,9,10,1,0.1667,0,2,2,1,0.1667,1
3901,2329,5,10,0,1,13,1,2,2,1,0.1667,1,5,3,0,0.2167,2
4692,2550,1,10,3,0,2,0,0,8,2,0.3333,0,0,0,0,0.1333,1
1759,787,3,12,3,2,10,1,4,0,3,0.5,0,2,1,1,0.35,2
2996,3231,2,19,3,3,9,1,9,10,6,0.8444,0,1,2,0,0.8444,2
2613,2635,2,18,0,0,4,0,0,13,12,0.0,0,1,2,0,0.0,1
2186,2858,1,4,3,2,12,4,4,1,3,0.5,0,4,2,0,0.5,2
944,946,1,4,3,2,8,2,7,6,2,0.3333,0,0,2,1,0.3333,1
659,3729,1,11,1,2,12,4,5,7,11,0.0889,0,4,3,0,0.1156,1
3265,480,2,18,0,1,5,0,4,8,5,0.7556,0,1,1,0,0.5289,2
4940,2203,3,29,2,0,14,4,3,9,8,0.5111,0,0,2,1,0.5111,2
1116,1193,4,24,2,3,18,4,9,6,8,0.5111,0,2,2,2,0.5111,2
2275,403,5,36,2,1,18,4,2,10,11,0.0889,0,4,2,0,0.0889,1
1055,3172,2,10,0,0,14,5,1,0,5,0.7556,0,2,1,1,0.5289,2
3979,1293,3,35,0,2,16,4,6,6,3,0.5,0,0,2,1,0.5,2
1776,905,1,13,2,0,10,4,3,10,2,0.3333,0,1,2,0,0.3333,1
1866,2808,5,15,1,1,11,0,2,7,8,0.5111,0,0,2,0,0.5111,2
2625,3180,5,29,0,3,18,4,6,11,11,0.0889,2,4,3,0,0.1156,2
1889,1404,1,15,1,3,15,5,8,9,3,0.5,0,4,2,0,0.5,2
4845,1144,3,11,1,2,12,2,6,4,3,0.5,1,4,2,0,0.5,2
1611,470,4,6,0,3,18,4,8,7,5,0.7556,0,0,2,0,0.7556,2
2061,1443,2,5,2,1,9,2,3,2,6,0.8444,1,5,3,0,1.0,2
4894,2497,2,30,1,1,7,1,3,10,6,0.8444,0,2,2,1,0.8444,2
1297,1841,3,26,0,0,12,3,2,2,11,0.0889,1,4,2,0,0.0889,1
2901,1145,3,24,1,1,9,1,5,7,4,0.6667,0,2,2,1,0.6667,2
3915,3179,1,11,3,2,10,3,7,2,4,0.6667,1,5,3,0,0.8667,2
4782,1498,1,18,3,1,3,0,2,4,7,0.6778,1,5,3,0,0.8811,2
1065,3721,1,16,0,0,10,4,0,3,2,0.3333,1,2,2,2,0.3333,2
3004,538,3,26,0,1,17,5,5,8,4,0.6667,0,0,0,0,0.2667,1
694,1083,5,17,3,3,17,2,7,13,3,0.5,0,2,2,1,0.5,2
2060,881,3,36,2,1,17,5,3,6,5,0.7556,0,3,2,2,0.7556,2
1774,2995,4,11,2,2,12,1,6,5,2,0.3333,2,4,3,0,0.4333,2
4506,3183,5,18,2,0,18,5,3,7,12,0.0,0,1,2,0,0.0,1
1627,1661,5,11,1,1,11,0,3,7,4,0.6667,0,0,2,0,0.6667,2
1782,3710,3,22,0,2,16,4,6,6,9,0.3444,0,2,2,2,0.3444,2
764,1108,4,8,3,2,14,2,4,0,1,0.1667,0,1,1,0,0.1167,1
3754,3065,3,29,1,2,14,3,6,11,4,0.6667,2,5,3,0,0.8667,2
2915,2554,2,26,2,3,11,2,6,7,12,0.0,0,1,2,0,0.0,1
961,458,5,15,0,0,18,4,1,6,3,0.5,0,1,2,0,0.5,2
1344,785,3,21,1,3,9,0,8,2,2,0.3333,1,5,3,0,0.4333,2
2375,2308,1,14,1,3,11,3,7,6,10,0.1778,0,2,2,2,0.1778,1
2300,1990,4,9,1,3,18,5,6,9,4,0.6667,0,0,2,1,0.6667,2
4003,2348,4,28,3,3,13,1,9,6,3,0.5,0,2,2,2,0.5,2
3052,2417,2,21,3,1,5,0,3,6,10,0.1778,0,3,2,2,0.1778,1
4656,1776,2,15,0,2,10,2,6,10,2,0.3333,0,4,2,0,0.3333,1
2746,2125,2,13,2,2,16,5,5,1,8,0.5111,0,4,2,0,0.5111,2
3439,1922,1,18,2,1,3,0,2,10,9,0.3444,0,0,2,0,0.3444,1
4850,941,3,28,1,1,11,2,3,3,3,0.5,1,2,2,2,0.5,2
1038,936,1,11,2,2,8,2,4,3,4,0.6667,1,3,2,2,0.6667,2
3366,1695,4,10,3,2,16,3,5,9,4,0.6667,0,0,2,1,0.6667,2
4201,1445,2,14,2,3,11,2,9,13,4,0.6667,0,2,2,1,0.6667,2
1424,1470,2,26,3,2,16,5,6,0,2,0.3333,0,1,1,0,0.2333,1
4420,3788,2,10,1,1,7,1,5,12,11,0.0889,0,4,2,0,0.0889,1
1127,3477,2,21,2,2,6,0,6,12,4,0.6667,0,0,2,0,0.6667,2
3827,3498,5,19,0,3,18,4,9,12,3,0.5,0,2,2,1,0.5,2
3742,2610,1,33,3,2,12,4,6,6,1,0.1667,0,3,2,2,0.1667,1
3611,2512,5,16,2,0,16,3,1,9,12,0.0,0,4,2,0,0.0,1
4365,1419,2,12,3,2,12,3,5,0,5,0.7556,0,2,1,1,0.5289,2
4915,1631,4,17,0,3,15,2,9,1,12,0.0,0,3,2,2,0.0,2
4699,760,2,34,1,1,15,5,5,2,12,0.0,1,5,3,0,0.0,2
1672,2910,1,15,0,2,6,1,7,7,8,0.5111,0,0,2,0,0.5111,2
4523,2717,4,16,0,1,9,0,2,9,3,0.5,0,4,2,0,0.5,2
3803,1779,2,35,2,1,15,5,4,6,2,0.3333,0,3,2,2,0.3333,2
4238,1677,3,7,0,3,13,2,9,2,12,0.0,1,1,2,1,0.0,2
1308,2544,5,33,3,2,18,4,5,7,8,0.5111,0,0,2,0,0.5111,2
3913,1676,4,23,0,0,16,4,2,12,9,0.3444,0,0,2,0,0.3444,1
2853,2669,2,18,0,1,5,0,5,7,6,0.8444,0,0,2,0,0.8444,2
1744,3781,3,10,3,0,8,1,2,9,10,0.1778,0,4,2,0,0.1778,2
1210,2787,2,21,1,3,7,0,8,0,5,0.7556,0,0,1,0,0.5289,2
4782,1290,3,36,1,2,10,1,5,10,4,0.6667,0,1,2,0,0.6667,2
2682,1177,5,33,1,1,15,2,3,6,8,0.5111,0,1,2,0,0.5111,2
652,2019,2,24,3,2,10,2,6,6,11,0.0889,0,4,2,0,0.0889,0
3299,1344,4,12,1,0,10,1,0,7,2,0.3333,0,0,2,0,0.3333,1
1201,1950,4,10,1,1,13,2,4,10,2,0.3333,0,2,2,1,0.3333,2
1256,2463,1,14,0,3,7,1,9,6,1,0.1667,0,0,2,1,0.1667,1
2089,3295,1,32,1,3,15,5,9,11,5,0.7556,2,5,3,0,0.9823,2
3993,2357,4,15,1,3,17,3,9,11,3,0.5,2,4,3,0,0.65,2
4997,1792,4,10,3,2,18,5,7,4,4,0.6667,1,0,2,1,0.6667,2
4067,552,5,18,2,1,18,5,5,4,6,0.8444,1,1,2,0,0.8444,2
767,1313,3,15,0,2,14,3,6,6,2,0.3333,0,0,2,1,0.3333,1
710,1713,4,13,0,1,9,0,3,4,6,0.8444,1,4,2,0,0.8444,2
1134,2135,5,9,1,1,13,1,2,3,12,0.0,1,3,2,2,0.0,2
3694,1975,2,16,3,2,16,5,7,3,4,0.6667,1,2,2,2,0.6667,2
3883,3129,5,10,0,1,13,1,3,12,1,0.1667,0,0,2,0,0.1667,2
2933,653,5,33,0,0,16,3,3,6,5,0.7556,0,4,2,0,0.7556,2
1518,1219,2,24,0,3,15,4,7,10,11,0.0889,0,4,2,0,0.0889,1
4079,3870,3,33,3,0,6,0,2,4,11,0.0889,1,1,2,0,0.0889,1
1932,1849,3,22,3,3,13,2,8,0,6,0.8444,0,1,1,0,0.5911,2
3556,1728,1,16,2,3,13,4,6,6,3,0.5,0,3,2,2,0.5,2
3741,1391,3,27,2,2,10,1,5,9,8,0.5111,0,4,2,0,0.5111,2
4563,2248,1,16,2,3,7,1,7,4,4,0.6667,1,0,2,1,0.6667,2
1763,3599,2,28,0,1,9,2,4,5,12,0.0,2,5,3,0,0.0,2
2486,722,5,10,3,0,16,3,0,6,1,0.1667,0,0,2,1,0.1667,1
3460,476,4,10,1,1,18,5,3,5,4,0.6667,2,4,3,0,0.8667,2
2802,1744,5,12,3,3,17,2,7,0,11,0.0889,0,2,1,1,0.0622,2
4626,1544,1,34,0,3,15,5,7,5,1,0.1667,2,4,3,0,0.2167,2
2536,1151,1,17,1,1,3,0,4,4,9,0.3444,1,5,3,0,0.4477,2
1703,2655,4,21,3,0,12,2,1,8,10,0.1778,0,0,0,0,0.0711,1
4905,534,3,16,1,2,16,4,4,8,4,0.6667,0,1,1,0,0.4667,2
2710,2362,1,6,2,3,13,4,6,6,5,0.7556,0,0,2,1,0.7556,2
2190,1331,5,16,0,1,18,4,2,4,8,0.5111,1,4,2,0,0.5111,2
930,3443,4,21,0,3,13,1,8,5,6,0.8444,2,5,3,0,1.0,2
4977,2737,5,26,0,2,18,3,7,11,3,0.5,2,1,2,0,0.5,2
2682,1643,2,34,3,3,13,3,9,6,3,0.5,0,3,2,2,0.5,2
2216,426,3,36,3,2,16,4,4,4,3,0.5,1,1,2,0,0.5,2
4376,1706,4,17,2,3,17,3,6,11,7,0.6778,2,5,3,0,0.8811,2
3731,1266,4,22,3,1,15,3,5,0,12,0.0,0,4,2,0,0.0,1
3331,2571,4,15,1,2,14,2,4,10,12,0.0,0,0,2,0,0.0,1
777,1508,5,6,1,2,18,4,5,11,1,0.1667,2,5,3,0,0.2167,2
4085,1556,4,5,2,1,9,0,4,2,7,0.6778,1,5,3,0,0.8811,2
1689,3163,2,10,0,0,10,3,3,12,2,0.3333,0,1,2,0,0.3333,1
3561,3458,2,9,2,2,10,2,6,8,1,0.1667,0,0,0,0,0.0667,1
4515,2276,4,36,3,2,18,5,7,7,12,0.0,0,1,2,0,0.0,1
3725,3776,1,14,0,3,7,1,7,8,6,0.8444,0,1,1,0,0.5911,2
968,1623,2,23,2,3,13,3,9,9,2,0.3333,0,2,2,1,0.3333,2
3506,1284,1,15,2,0,4,1,1,0,1,0.1667,0,0,1,0,0.1167,0
2090,3918,1,28,2,1,7,2,3,7,4,0.6667,0,4,3,0,0.8667,2
758,3409,2,36,0,0,14,5,1,11,2,0.3333,2,4,3,0,0.4333,2
4764,3669,4,23,2,2,18,5,7,9,6,0.8444,0,4,2,0,0.8444,2
4700,3287,3,9,0,1,17,5,4,10,1,0.1667,0,4,2,0,0.1667,2
3420,3435,4,15,2,3,15,2,8,9,6,0.8444,0,1,2,0,0.8444,2
2473,796,5,27,3,1,15,2,2,9,6,0.8444,0,0,2,1,0.8444,2
